Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: China Stage 1,TYLOO,EDward Gaming,2024-04-14 07:50:00,Bo3,EDG ban Lotus; TYL ban Breeze; EDG pick Sunset; TYL pick Bind; EDG ban Ascent; TYL ban Icebox; Split remains,"['Sunset: 5-13', ' Bind: 10-13']","['5', '4']","['0', '6']","[None, None]","['7', '7']","['6', '6']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Wolves Esports,Trace Esports,2024-04-19 05:00:00,Bo3,WOL ban Sunset; TE ban Icebox; WOL pick Ascent; TE pick Lotus; WOL ban Split; TE ban Breeze; Bind remains,"['Ascent: 9-13', ' Lotus: 9-13']","['2', '4']","['7', '5']","[None, None]","['10', '8']","['3', '5']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Nova Esports,FunPlus Phoenix,2024-04-19 07:25:00,Bo3,NOVA ban Breeze; FPX ban Split; NOVA pick Ascent; FPX pick Lotus; NOVA ban Icebox; FPX ban Bind; Sunset remains,"['Ascent: 6-13', ' Lotus: 4-13']","['6', '0']","['0', '4']","[None, None]","['6', '5']","['7', '8']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Bilibili Gaming,All Gamers,2024-04-20 05:00:00,Bo3,BLG ban Breeze; AG ban Ascent; BLG pick Lotus; AG pick Bind; BLG ban Icebox; AG ban Sunset; Split remains,"['Lotus: 11-13', ' Bind: 7-13']","['5', '6']","['6', '1']","[None, None]","['7', '6']","['6', '7']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,JDG Esports,2024-04-20 07:40:00,Bo3,JDG ban Ascent; DRG ban Lotus; JDG pick Breeze; DRG pick Icebox; JDG ban Split; DRG ban Sunset; Bind remains,"['Breeze: 13-7', ' Icebox: 5-13', ' Bind: 14-12']","['4', '3', '4']","['9', '2', '8']","[None, None, '2']","['4', '3', '8']","['3', '10', '4']","[None, None, '0']","[None, None, None]"
Champions Tour 2024: China Stage 1,TYLOO,Nova Esports,2024-04-21 05:00:00,Bo3,TYL ban Sunset; NOVA ban Breeze; TYL pick Icebox; NOVA pick Ascent; TYL ban Lotus; NOVA ban Bind; Split remains,"['Icebox: 10-13', ' Ascent: 14-12', ' Split: 13-9']","['6', '5', '8']","['4', '7', '5']","[None, '2', None]","['6', '7', '2']","['7', '5', '7']","[None, '0', None]","[None, None, None]"
Champions Tour 2024: China Stage 1,EDward Gaming,Titan Esports Club,2024-04-21 09:00:00,Bo3,EDG ban Lotus; TEC ban Icebox; EDG pick Ascent; TEC pick Sunset; EDG ban Breeze; TEC ban Split; Bind remains,"['Ascent: 13-5', ' Sunset: 13-5']","['8', '10']","['5', '3']","[None, None]","['4', '2']","['1', '3']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Titan Esports Club,Bilibili Gaming,2024-04-26 05:00:00,Bo3,BLG ban Breeze; TEC ban Ascent; BLG pick Sunset; TEC pick Bind; BLG ban Split; TEC ban Lotus; Icebox remains,"['Sunset: 13-11', ' Bind: 8-13', ' Icebox: 13-6']","['7', '4', '5']","['6', '4', '8']","[None, None, None]","['5', '5', '2']","['6', '8', '4']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,Trace Esports,Dragon Ranger Gaming,2024-04-26 08:05:00,Bo3,DRG ban Lotus; TE ban Icebox; DRG pick Breeze; TE pick Sunset; DRG ban Bind; TE ban Ascent; Split remains,"['Breeze: 7-13', ' Sunset: 10-13']","['6', '6']","['1', '4']","[None, None]","['6', '6']","['7', '7']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,TYLOO,Wolves Esports,2024-04-27 05:00:00,Bo3,WOL ban Bind; TYL ban Icebox; WOL pick Sunset; TYL pick Split; WOL ban Lotus; TYL ban Breeze; Ascent remains,"['Sunset: 11-13', ' Split: 13-7', ' Ascent: 10-13']","['6', '6', '5']","['5', '7', '5']","[None, None, None]","['6', '6', '7']","['7', '1', '6']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,FunPlus Phoenix,EDward Gaming,2024-04-27 08:30:00,Bo3,FPX ban Split; EDG ban Lotus; FPX pick Breeze; EDG pick Bind; FPX ban Sunset; EDG ban Icebox; Ascent remains,"['Breeze: 4-13', ' Bind: 13-11', ' Ascent: 13-4']","['1', '5', '5']","['3', '8', '8']","[None, None, None]","['4', '7', '0']","['9', '4', '4']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,All Gamers,Nova Esports,2024-04-28 05:00:00,Bo3,AG ban Ascent; NOVA ban Breeze; AG pick Lotus; NOVA pick Bind; AG ban Sunset; NOVA ban Icebox; Split remains,"['Lotus: 16-14', ' Bind: 10-13', ' Split: 13-7']","['8', '6', '5']","['4', '4', '8']","['4', None, None]","['4', '6', '3']","['8', '7', '4']","['2', None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,Bilibili Gaming,JDG Esports,2024-04-28 08:40:00,Bo3,JDG ban Breeze; BLG ban Ascent; JDG pick Icebox; BLG pick Lotus; JDG ban Split; BLG ban Sunset; Bind remains,"['Icebox: 13-8', ' Lotus: 13-10']","['7', '8']","['6', '5']","[None, None]","['2', '3']","['6', '7']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,EDward Gaming,All Gamers,2024-05-02 07:00:00,Bo3,AG ban Ascent; EDG ban Lotus; AG pick Sunset; EDG pick Icebox; AG ban Split; EDG ban Bind; Breeze remains,"['Sunset: 13-6', ' Icebox: 13-5']","['9', '5']","['4', '8']","[None, None]","['3', '1']","['3', '4']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Wolves Esports,JDG Esports,2024-05-03 07:00:00,Bo3,JDG ban Breeze; WOL ban Bind; JDG pick Lotus; WOL pick Ascent; JDG ban Split; WOL ban Icebox; Sunset remains,"['Lotus: 8-13', ' Ascent: 1-13']","['6', '1']","['2', '0']","[None, None]","['6', '11']","['7', '2']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,TYLOO,2024-05-04 05:00:00,Bo3,TYL ban Sunset; DRG ban Lotus; TYL pick Bind; DRG pick Breeze; TYL ban Icebox; DRG ban Ascent; Split remains,"['Bind: 10-13', ' Breeze: 8-13']","['4', '5']","['6', '3']","[None, None]","['8', '7']","['5', '6']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Bilibili Gaming,FunPlus Phoenix,2024-05-04 07:30:00,Bo3,BLG ban Breeze; FPX ban Split; BLG pick Icebox; FPX pick Lotus; BLG ban Ascent; FPX ban Bind; Sunset remains,"['Icebox: 2-13', ' Lotus: 6-13']","['1', '5']","['1', '1']","[None, None]","['2', '2']","['11', '11']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Nova Esports,Titan Esports Club,2024-05-05 05:00:00,Bo3,NOVA ban Breeze; TEC ban Ascent; NOVA pick Split; TEC pick Lotus; NOVA ban Icebox; TEC ban Bind; Sunset remains,"['Split: 13-6', ' Lotus: 13-6']","['9', '4']","['4', '9']","[None, None]","['3', '3']","['3', '3']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Trace Esports,EDward Gaming,2024-05-05 07:05:00,Bo3,TE ban Icebox; EDG ban Lotus; TE pick Sunset; EDG pick Breeze; TE ban Ascent; EDG ban Split; Bind remains,"['Sunset: 13-15', ' Breeze: 12-14']","['8', '7']","['4', '5']","['1', '0']","['4', '5']","['8', '7']","['3', '2']","[None, None]"
Champions Tour 2024: China Stage 1,Trace Esports,All Gamers,2024-05-08 05:00:00,Bo3,TE ban Icebox; AG ban Ascent; TE pick Sunset; AG pick Breeze; TE ban Bind; AG ban Split; Lotus remains,"['Sunset: 13-9', ' Breeze: 13-7']","['5', '9']","['8', '4']","[None, None]","['5', '3']","['4', '4']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,Nova Esports,2024-05-08 07:15:00,Bo3,NOVA ban Breeze; DRG ban Lotus; NOVA pick Bind; DRG pick Ascent; NOVA ban Icebox; DRG ban Split; Sunset remains,"['Bind: 13-8', ' Ascent: 13-7']","['7', '7']","['6', '6']","[None, None]","['2', '5']","['6', '2']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,FunPlus Phoenix,Trace Esports,2024-05-09 05:00:00,Bo3,TE ban Icebox; FPX ban Split; TE pick Bind; FPX pick Lotus; TE ban Ascent; FPX ban Breeze; Sunset remains,"['Bind: 13-10', ' Lotus: 13-8']","['9', '6']","['4', '7']","[None, None]","['2', '3']","['8', '5']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,EDward Gaming,Dragon Ranger Gaming,2024-05-09 07:30:00,Bo3,DRG ban Sunset; EDG ban Icebox; DRG pick Ascent; EDG pick Split; DRG ban Lotus; EDG ban Breeze; Bind remains,"['Ascent: 13-3', ' Split: 13-9']","['9', '5']","['4', '8']","[None, None]","['3', '7']","['0', '2']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,FunPlus Phoenix,EDward Gaming,2024-05-10 05:00:00,Bo3,FPX ban Split; EDG ban Lotus; FPX pick Icebox; EDG pick Breeze; FPX ban Sunset; EDG ban Ascent; Bind remains,"['Icebox: 13-10', ' Breeze: 14-12']","['6', '9']","['7', '3']","[None, '2']","['5', '3']","['5', '9']","[None, '0']","[None, None]"
Champions Tour 2024: China Stage 1,Trace Esports,Dragon Ranger Gaming,2024-05-10 07:45:00,Bo3,TE ban Icebox; DRG ban Lotus; TE pick Sunset; DRG pick Split; TE ban Ascent; DRG ban Breeze; Bind remains,"['Sunset: 13-6', ' Split: 8-13', ' Bind: 7-13']","['8', '3', '5']","['5', '5', '2']","[None, None, None]","['4', '6', '7']","['2', '7', '6']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,EDward Gaming,Dragon Ranger Gaming,2024-05-11 05:00:00,Bo5,EDG ban Icebox; DRG ban Sunset; EDG pick Breeze; DRG pick Split; EDG pick Ascent; DRG pick Bind; Lotus remains,"['Breeze: 13-10', ' Split: 13-3', ' Ascent: 2-13', ' Bind: 13-6']","['8', '3', '2', '7']","['5', '10', '0', '6']","[None, None, None, None]","['4', '1', '10', '5']","['6', '2', '3', '1']","[None, None, None, None]","[None, None, None, None]"
Champions Tour 2024: China Stage 1,FunPlus Phoenix,EDward Gaming,2024-05-12 05:00:00,Bo5,FPX ban Split; FPX ban Sunset; FPX pick Lotus; EDG pick Bind; FPX pick Icebox; EDG pick Breeze; Ascent remains,"['Lotus: 13-6', ' Bind: 9-13', ' Icebox: 12-14', ' Breeze: 8-13']","['4', '7', '8', '3']","['9', '2', '4', '5']","[None, None, '0', None]","['3', '5', '4', '6']","['3', '8', '8', '7']","[None, None, '2', None]","[None, None, None, None]"
Champions Tour 2024: Americas Stage 1,Cloud9,LEVIATÁN,2024-04-06 17:00:00,Bo3,C9 ban Breeze; LEV ban Split; C9 pick Icebox; LEV pick Sunset; C9 ban Bind; LEV ban Lotus; Ascent remains,"['Icebox: 7-13', ' Sunset: 13-7', ' Ascent: 18-16']","['4', '7', '7']","['3', '6', '5']","[None, None, '6']","['4', '1', '5']","['9', '6', '7']","[None, None, '4']","[4208, 2808, 5087]"
Champions Tour 2024: Americas Stage 1,NRG Esports,LOUD,2024-04-06 21:00:00,Bo3,NRG ban Icebox; LOUD ban Split; NRG pick Breeze; LOUD pick Sunset; NRG ban Lotus; LOUD ban Bind; Ascent remains,"['Breeze: 13-10', ' Sunset: 13-2']","['8', '10']","['5', '3']","[None, None]","['3', '2']","['7', '0']","[None, None]","[3638, 2040]"
Champions Tour 2024: Americas Stage 1,G2 Esports,Evil Geniuses,2024-04-07 17:00:00,Bo3,G2 ban Sunset; EG ban Bind; G2 pick Lotus; EG pick Icebox; G2 ban Ascent; EG ban Split; Breeze remains,"['Lotus: 13-8', ' Icebox: 13-3']","['7', '4']","['6', '9']","[None, None]","['2', '0']","['6', '3']","[None, None]","[4049, 2103]"
Champions Tour 2024: Americas Stage 1,Sentinels,100 Thieves,2024-04-07 19:10:00,Bo3,100T ban Lotus; SEN ban Breeze; 100T pick Icebox; SEN pick Split; 100T ban Ascent; SEN ban Bind; Sunset remains,"['Icebox: 13-10', ' Split: 13-6']","['8', '7']","['5', '6']","[None, None]","['3', '5']","['7', '1']","[None, None]","[3492, 2533]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,FURIA,2024-04-08 17:00:00,Bo3,FUR ban Split; KRÜ ban Bind; FUR pick Lotus; KRÜ pick Icebox; FUR ban Sunset; KRÜ ban Ascent; Breeze remains,"['Lotus: 13-7', ' Icebox: 11-13', ' Breeze: 13-7']","['10', '7', '6']","['3', '4', '7']","[None, None, None]","['2', '5', '2']","['5', '8', '5']","[None, None, None]","[3872, 3448, 2816]"
Champions Tour 2024: Americas Stage 1,G2 Esports,100 Thieves,2024-04-13 17:00:00,Bo3,100T ban Lotus; G2 ban Sunset; 100T pick Bind; G2 pick Split; 100T ban Breeze; G2 ban Ascent; Icebox remains,"['Bind: 9-13', ' Split: 8-13']","['5', '4']","['4', '4']","[None, None]","['5', '8']","['8', '5']","[None, None]","[3947, 3114]"
Champions Tour 2024: Americas Stage 1,Sentinels,LEVIATÁN,2024-04-13 19:25:00,Bo3,SEN ban Breeze; LEV ban Split; SEN pick Lotus; LEV pick Icebox; SEN ban Ascent; LEV ban Sunset; Bind remains,"['Lotus: 17-19', ' Icebox: 11-13']","['9', '6']","['3', '5']","['5', None]","['3', '6']","['9', '7']","['7', None]","[5668, 3427]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,MIBR,2024-04-14 17:00:00,Bo3,KRÜ ban Bind; MIBR ban Lotus; KRÜ pick Icebox; MIBR pick Sunset; KRÜ ban Breeze; MIBR ban Split; Ascent remains,"['Icebox: 13-6', ' Sunset: 13-8']","['7', '6']","['6', '7']","[None, None]","['5', '3']","['1', '5']","[None, None]","[3457, 3056]"
Champions Tour 2024: Americas Stage 1,NRG Esports,FURIA,2024-04-14 19:20:00,Bo3,FUR ban Sunset; NRG ban Icebox; FUR pick Split; NRG pick Breeze; FUR ban Ascent; NRG ban Lotus; Bind remains,"['Split: 13-2', ' Breeze: 13-8']","['10', '7']","['3', '6']","[None, None]","['2', '2']","['0', '6']","[None, None]","[2365, 2962]"
Champions Tour 2024: Americas Stage 1,Cloud9,Evil Geniuses,2024-04-15 17:00:00,Bo3,C9 ban Breeze; EG ban Bind; C9 pick Lotus; EG pick Sunset; C9 ban Icebox; EG ban Ascent; Split remains,"['Lotus: 9-13', ' Sunset: 13-8', ' Split: 13-4']","['2', '8', '3']","['7', '5', '10']","[None, None, None]","['8', '4', '2']","['5', '4', '2']","[None, None, None]","[3920, 2821, 2581]"
Champions Tour 2024: Americas Stage 1,Sentinels,MIBR,2024-04-20 17:00:00,Bo3,SEN ban Breeze; MIBR ban Split; SEN pick Lotus; MIBR pick Bind; SEN ban Ascent; MIBR ban Icebox; Sunset remains,"['Lotus: 13-3', ' Bind: 13-7']","['4', '9']","['9', '4']","[None, None]","['0', '3']","['3', '4']","[None, None]","[4349, 2860]"
Champions Tour 2024: Americas Stage 1,Cloud9,LOUD,2024-04-20 19:30:00,Bo3,C9 ban Breeze; LOUD ban Split; C9 pick Bind; LOUD pick Icebox; C9 ban Ascent; LOUD ban Sunset; Lotus remains,"['Bind: 11-13', ' Icebox: 13-4', ' Lotus: 13-9']","['5', '9', '6']","['6', '4', '7']","[None, None, None]","['7', '3', '6']","['6', '1', '3']","[None, None, None]","[4042, 2527, 3229]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,Evil Geniuses,2024-04-21 17:00:00,Bo3,EG ban Split; KRÜ ban Bind; EG pick Lotus; KRÜ pick Breeze; EG ban Ascent; KRÜ ban Sunset; Icebox remains,"['Lotus: 13-5', ' Breeze: 13-9']","['10', '5']","['3', '8']","[None, None]","['2', '5']","['3', '4']","[None, None]","[3575, 2865]"
Champions Tour 2024: Americas Stage 1,NRG Esports,LEVIATÁN,2024-04-21 19:15:00,Bo3,NRG ban Icebox; LEV ban Ascent; NRG pick Sunset; LEV pick Bind; NRG ban Lotus; LEV ban Split; Breeze remains,"['Sunset: 4-13', ' Bind: 4-13']","['2', '1']","['2', '3']","[None, None]","['10', '11']","['3', '2']","[None, None]","[2735, 2315]"
Champions Tour 2024: Americas Stage 1,G2 Esports,FURIA,2024-04-22 17:00:00,Bo3,FUR ban Split; G2 ban Sunset; FUR pick Lotus; G2 pick Icebox; FUR ban Ascent; G2 ban Bind; Breeze remains,"['Lotus: 13-3', ' Icebox: 13-3']","['9', '4']","['4', '9']","[None, None]","['3', '0']","['0', '3']","[None, None]","[2875, 2316]"
Champions Tour 2024: Americas Stage 1,Cloud9,100 Thieves,2024-04-22 19:00:00,Bo3,100T ban Lotus; C9 ban Breeze; 100T pick Bind; C9 pick Ascent; 100T ban Split; C9 ban Sunset; Icebox remains,"['Bind: 7-13', ' Ascent: 6-13']","['4', '1']","['3', '5']","[None, None]","['8', '11']","['5', '2']","[None, None]","[3252, 2486]"
Champions Tour 2024: Americas Stage 1,Sentinels,Evil Geniuses,2024-04-23 17:00:00,Bo3,SEN ban Breeze; EG ban Split; SEN pick Lotus; EG pick Bind; SEN ban Ascent; EG ban Icebox; Sunset remains,"['Lotus: 13-10', ' Bind: 11-13', ' Sunset: 10-13']","['10', '10', '6']","['3', '1', '4']","[None, None, None]","['1', '2', '6']","['9', '11', '7']","[None, None, None]","[4293, 3591, 2950]"
Champions Tour 2024: Americas Stage 1,NRG Esports,MIBR,2024-04-23 20:30:00,Bo3,MIBR ban Ascent; NRG ban Icebox; MIBR pick Split; NRG pick Breeze; MIBR ban Lotus; NRG ban Bind; Sunset remains,"['Split: 13-9', ' Breeze: 13-3']","['7', '4']","['6', '9']","[None, None]","['5', '0']","['4', '3']","[None, None]","[3987, 2507]"
Champions Tour 2024: Americas Stage 1,G2 Esports,LEVIATÁN,2024-04-24 17:00:00,Bo3,LEV ban Split; G2 ban Sunset; LEV pick Breeze; G2 pick Icebox; LEV ban Ascent; G2 ban Bind; Lotus remains,"['Breeze: 6-13', ' Icebox: 13-8', ' Lotus: 9-13']","['2', '7', '4']","['4', '6', '5']","[None, None, None]","['10', '2', '6']","['3', '6', '7']","[None, None, None]","[3414, 2909, 3009]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,LOUD,2024-04-24 20:15:00,Bo3,KRÜ ban Bind; LOUD ban Sunset; KRÜ pick Split; LOUD pick Ascent; KRÜ ban Breeze; LOUD ban Icebox; Lotus remains,"['Split: 13-8', ' Ascent: 13-8']","['8', '6']","['5', '7']","[None, None]","['1', '3']","['7', '5']","[None, None]","[3589, 2916]"
Champions Tour 2024: Americas Stage 1,G2 Esports,MIBR,2024-04-27 17:00:00,Bo3,G2 ban Sunset; MIBR ban Lotus; G2 pick Icebox; MIBR pick Bind; G2 ban Breeze; MIBR ban Ascent; Split remains,"['Icebox: 13-9', ' Bind: 13-3']","['6', '11']","['7', '2']","[None, None]","['4', '1']","['5', '2']","[None, None]","[3919, 2176]"
Champions Tour 2024: Americas Stage 1,Sentinels,LOUD,2024-04-27 19:05:00,Bo3,SEN ban Breeze; LOUD ban Split; SEN pick Lotus; LOUD pick Icebox; SEN ban Bind; LOUD ban Sunset; Ascent remains,"['Lotus: 7-13', ' Icebox: 8-13']","['5', '3']","['2', '5']","[None, None]","['3', '6']","['10', '7']","[None, None]","[3498, 3043]"
Champions Tour 2024: Americas Stage 1,Cloud9,FURIA,2024-04-28 17:00:00,Bo3,FUR ban Sunset; C9 ban Breeze; FUR pick Ascent; C9 pick Lotus; FUR ban Icebox; C9 ban Split; Bind remains,"['Ascent: 2-13', ' Lotus: 13-3', ' Bind: 13-8']","['2', '4', '5']","['0', '9', '8']","[None, None, None]","['1', '0', '4']","['12', '3', '4']","[None, None, None]","[3352, 2353, 2872]"
Champions Tour 2024: Americas Stage 1,NRG Esports,Evil Geniuses,2024-04-28 19:55:00,Bo3,NRG ban Icebox; EG ban Breeze; NRG pick Ascent; EG pick Lotus; NRG ban Bind; EG ban Split; Sunset remains,"['Ascent: 6-13', ' Lotus: 16-14', ' Sunset: 11-13']","['2', '6', '6']","['4', '6', '5']","[None, '4', None]","['10', '6', '6']","['3', '6', '7']","[None, '2', None]","[2969, 4207, 3162]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,100 Thieves,2024-04-29 17:00:00,Bo3,100T ban Lotus; KRÜ ban Bind; 100T pick Sunset; KRÜ pick Breeze; 100T ban Icebox; KRÜ ban Ascent; Split remains,"['Sunset: 13-7', ' Breeze: 11-13', ' Split: 13-8']","['7', '4', '6']","['6', '7', '7']","[None, None, None]","['5', '8', '6']","['2', '5', '2']","[None, None, None]","[3682, 3137, 2787]"
Champions Tour 2024: Americas Stage 1,Sentinels,FURIA,2024-05-03 20:00:00,Bo3,SEN ban Breeze; FUR ban Sunset; SEN pick Split; FUR pick Icebox; SEN ban Ascent; FUR ban Lotus; Bind remains,"['Split: 13-5', ' Icebox: 13-9']","['5', '5']","['8', '8']","[None, None]","['1', '5']","['4', '4']","[None, None]","[3335, 2985]"
Champions Tour 2024: Americas Stage 1,NRG Esports,100 Thieves,2024-05-04 17:00:00,Bo3,NRG ban Icebox; 100T ban Lotus; NRG pick Split; 100T pick Bind; NRG ban Sunset; 100T ban Breeze; Ascent remains,"['Split: 8-13', ' Bind: 7-13']","['7', '4']","['1', '3']","[None, None]","['5', '8']","['8', '5']","[None, None]","[4043, 2488]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,LEVIATÁN,2024-05-04 19:20:00,Bo3,KRÜ ban Bind; LEV ban Split; KRÜ pick Ascent; LEV pick Breeze; KRÜ ban Sunset; LEV ban Icebox; Lotus remains,"['Ascent: 4-13', ' Breeze: 14-12', ' Lotus: 10-13']","['3', '4', '6']","['1', '8', '4']","[None, '2', None]","['9', '8', '6']","['4', '4', '7']","[None, '0', None]","[2975, 3456, 3158]"
Champions Tour 2024: Americas Stage 1,Cloud9,MIBR,2024-05-05 17:00:00,Bo3,C9 ban Breeze; MIBR ban Lotus; C9 pick Icebox; MIBR pick Sunset; C9 ban Ascent; MIBR ban Bind; Split remains,"['Icebox: 14-12', ' Sunset: 13-9']","['3', '8']","['9', '5']","['2', None]","['9', '4']","['3', '5']","['0', None]","[4460, 3041]"
Champions Tour 2024: Americas Stage 1,G2 Esports,LOUD,2024-05-05 19:35:00,Bo3,G2 ban Sunset; LOUD ban Split; G2 pick Bind; LOUD pick Icebox; G2 ban Breeze; LOUD ban Ascent; Lotus remains,"['Bind: 11-13', ' Icebox: 4-13']","['6', '3']","['5', '1']","[None, None]","['6', '9']","['7', '4']","[None, None]","[3799, 2254]"
Champions Tour 2024: Americas Stage 1,Cloud9,G2 Esports,2024-05-08 17:00:00,Bo3,C9 ban Breeze; G2 ban Sunset; C9 pick Lotus; G2 pick Ascent; C9 ban Split; G2 ban Icebox; Bind remains,"['Lotus: 6-13', ' Ascent: 13-15']","['1', '7']","['5', '5']","[None, '1']","['6', '5']","['7', '7']","[None, '3']","[3600, 3720]"
Champions Tour 2024: Americas Stage 1,100 Thieves,LOUD,2024-05-08 19:25:00,Bo3,100T ban Lotus; LOUD ban Split; 100T pick Bind; LOUD pick Icebox; 100T ban Breeze; LOUD ban Sunset; Ascent remains,"['Bind: 13-6', ' Icebox: 13-4']","['5', '3']","['8', '10']","[None, None]","['2', '2']","['4', '2']","[None, None]","[2942, 2383]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,G2 Esports,2024-05-09 17:00:00,Bo3,KRÜ ban Bind; G2 ban Sunset; KRÜ pick Icebox; G2 pick Ascent; KRÜ ban Split; G2 ban Breeze; Lotus remains,"['Icebox: 5-13', ' Ascent: 8-13']","['4', '2']","['1', '6']","[None, None]","['8', '7']","['5', '6']","[None, None]","[3231, 2652]"
Champions Tour 2024: Americas Stage 1,LEVIATÁN,100 Thieves,2024-05-09 19:05:00,Bo3,100T ban Lotus; LEV ban Split; 100T pick Bind; LEV pick Sunset; 100T ban Breeze; LEV ban Ascent; Icebox remains,"['Bind: 3-13', ' Sunset: 14-12', ' Icebox: 10-13']","['3', '8', '6']","['0', '4', '4']","[None, '2', None]","['9', '4', '6']","['4', '8', '7']","[None, '0', None]","[2818, 3317, 2959]"
Champions Tour 2024: Americas Stage 1,G2 Esports,100 Thieves,2024-05-10 17:00:00,Bo3,G2 ban Sunset; 100T ban Lotus; G2 pick Ascent; 100T pick Bind; G2 ban Breeze; 100T ban Icebox; Split remains,"['Ascent: 5-13', ' Bind: 13-8', ' Split: 11-13']","['5', '7', '3']","['0', '6', '8']","[None, None, None]","['7', '2', '9']","['6', '6', '4']","[None, None, None]","[3104, 2597, 3080]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,LEVIATÁN,2024-05-10 20:00:00,Bo3,LEV ban Split; KRÜ ban Bind; LEV pick Lotus; KRÜ pick Icebox; LEV ban Ascent; KRÜ ban Breeze; Sunset remains,"['Lotus: 13-6', ' Icebox: 11-13', ' Sunset: 8-13']","['7', '4', '7']","['6', '7', '1']","[None, None, None]","['5', '8', '5']","['1', '5', '8']","[None, None, None]","[3024, 3076, 3135]"
Champions Tour 2024: Americas Stage 1,G2 Esports,LEVIATÁN,2024-05-11 17:00:00,Bo5,G2 ban Sunset; LEV ban Split; G2 pick Bind; LEV pick Breeze; G2 pick Icebox; LEV pick Lotus; Ascent remains,"['Bind: 12-14', ' Breeze: 13-7', ' Icebox: 12-14', ' Lotus: 13-10', ' Ascent: 13-11']","['6', '4', '6', '8', '5']","['6', '9', '6', '5', '8']","['0', None, '0', None, None]","['6', '4', '6', '4', '7']","['6', '3', '6', '6', '4']","['2', None, '2', None, None]","[4397, 4664, 3656, 3280, 3283]"
Champions Tour 2024: Americas Stage 1,100 Thieves,G2 Esports,2024-05-12 17:00:00,Bo5,100T ban Lotus; 100T ban Icebox; 100T pick Bind; G2 pick Breeze; 100T pick Sunset; G2 pick Ascent; Split remains,"['Bind: 13-9', ' Breeze: 13-7', ' Sunset: 13-8']","['4', '7', '5']","['9', '6', '8']","[None, None, None]","['8', '1', '4']","['1', '6', '4']","[None, None, None]","[3869, 2837, 2571]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,GIANTX,2024-04-03 11:00:00,Bo3,GX ban Lotus; KC ban Ascent; GX pick Breeze; KC pick Sunset; GX ban Split; KC ban Icebox; Bind remains,"['Breeze: 13-4', ' Sunset: 13-9']","['4', '6']","['9', '7']","[None, None]","['1', '6']","['3', '3']","[None, None]","[3234, 2894]"
Champions Tour 2024: EMEA Stage 1,KOI,Team Liquid,2024-04-03 13:05:00,Bo3,KOI ban Lotus; TL ban Breeze; KOI pick Split; TL pick Ascent; KOI ban Bind; TL ban Sunset; Icebox remains,"['Split: 9-13', ' Ascent: 7-13']","['8', '3']","['1', '4']","[None, None]","['4', '5']","['9', '8']","[None, None]","[3963, 2677]"
Champions Tour 2024: EMEA Stage 1,Team Vitality,Natus Vincere,2024-04-04 11:00:00,Bo3,NAVI ban Sunset; VIT ban Ascent; NAVI pick Bind; VIT pick Lotus; NAVI ban Breeze; VIT ban Split; Icebox remains,"['Bind: 9-13', ' Lotus: 4-13']","['4', '1']","['5', '3']","[None, None]","['6', '4']","['7', '9']","[None, None]","[4187, 2385]"
